,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount,Date
14364,537534,22427,ENAMEL FLOWER JUG CREAM,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14365,537534,22376,AIRLINE BAG VINTAGE JET SET WHITE,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14366,537534,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14367,537534,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14368,537534,22371,AIRLINE BAG VINTAGE TOKYO 78,5,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14369,537534,22620,4 TRADITIONAL SPINNING TOPS,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14370,537534,22624,IVORY KITCHEN SCALES,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14371,537534,22109,FULL ENGLISH BREAKFAST PLATE,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14372,537534,22367,CHILDRENS APRON SPACEBOY DESIGN,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14373,537534,22366,DOORMAT AIRMAIL ,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14374,537534,22364,GLASS JAR DIGESTIVE BISCUITS,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14375,537534,22362,GLASS JAR PEACOCK BATH SALTS,3,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14376,537534,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14377,537534,22361,GLASS JAR DAISY FRESH COTTON WOOL,2,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14378,537534,22359,GLASS JAR KINGS CHOICE,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14379,537534,22353,LUNCH BOX WITH CUTLERY FAIRY CAKES ,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14380,537534,22350,ILLUSTRATED CAT BOWL ,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14381,537534,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14382,537534,21116,OWL DOORSTOP,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14383,537534,22202,MILK PAN PINK POLKADOT,2,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14384,537534,22550,HOLIDAY FUN LUDO,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14385,537534,21912,VINTAGE SNAKES & LADDERS,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14386,537534,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14387,537534,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14388,537534,21531,RED RETROSPOT SUGAR JAM BOWL,2,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14389,537534,20726,LUNCH BAG WOODLAND,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14390,537534,20652,BLUE POLKADOT LUGGAGE TAG ,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14391,537534,20615,BLUE POLKADOT PASSPORT COVER,1,2010-12-07 11:48:00,0.0,nan,United Kingdom,0.0,2010-12-07
14435,C537572,BANK CHARGES,Bank Charges,-1,2010-12-07 12:00:00,95.38,nan,United Kingdom,-95.38,2010-12-07
14436,C537581,S,SAMPLES,-1,2010-12-07 12:03:00,12.95,nan,United Kingdom,-12.95,2010-12-07
14437,C537581,S,SAMPLES,-1,2010-12-07 12:03:00,52.0,nan,United Kingdom,-52.0,2010-12-07
14497,C537596,22968,ROSE COTTAGE KEEPSAKE BOX ,-2,2010-12-07 12:31:00,9.95,17954.0,United Kingdom,-19.9,2010-12-07
14498,C537597,D,Discount,-1,2010-12-07 12:34:00,281.0,15498.0,United Kingdom,-281.0,2010-12-07
14514,C537600,AMAZONFEE,AMAZON FEE,-1,2010-12-07 12:41:00,1.0,nan,United Kingdom,-1.0,2010-12-07
14524,C537602,85099B,JUMBO BAG RED RETROSPOT,-1,2010-12-07 12:45:00,1.65,17511.0,United Kingdom,-1.65,2010-12-07
14525,C537602,21622,VINTAGE UNION JACK CUSHION COVER,-1,2010-12-07 12:45:00,4.95,17511.0,United Kingdom,-4.95,2010-12-07
14526,C537602,22065,CHRISTMAS PUDDING TRINKET POT ,-1,2010-12-07 12:45:00,1.25,17511.0,United Kingdom,-1.25,2010-12-07
14527,C537602,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2010-12-07 12:45:00,8.5,17511.0,United Kingdom,-8.5,2010-12-07
14528,C537602,22654,DELUXE SEWING KIT ,-1,2010-12-07 12:45:00,4.95,17511.0,United Kingdom,-4.95,2010-12-07
14529,C537602,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-12-07 12:45:00,2.55,17511.0,United Kingdom,-2.55,2010-12-07
14530,C537602,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,-1,2010-12-07 12:45:00,2.95,17511.0,United Kingdom,-2.95,2010-12-07
14531,C537602,22197,SMALL POPCORN HOLDER,-1,2010-12-07 12:45:00,0.72,17511.0,United Kingdom,-0.72,2010-12-07
14532,C537602,22659,LUNCH BOX I LOVE LONDON,-4,2010-12-07 12:45:00,1.65,17511.0,United Kingdom,-6.6,2010-12-07
14533,C537602,22169,FAMILY ALBUM WHITE PICTURE FRAME,-1,2010-12-07 12:45:00,7.65,17511.0,United Kingdom,-7.65,2010-12-07
14534,C537602,21843,RED RETROSPOT CAKE STAND,-1,2010-12-07 12:45:00,9.95,17511.0,United Kingdom,-9.95,2010-12-07
14535,C537602,22423,REGENCY CAKESTAND 3 TIER,-2,2010-12-07 12:45:00,10.95,17511.0,United Kingdom,-21.9,2010-12-07
14536,C537602,84050,PINK HEART SHAPE EGG FRYING PAN,-1,2010-12-07 12:45:00,1.25,17511.0,United Kingdom,-1.25,2010-12-07
14537,C537602,22198,LARGE POPCORN HOLDER ,-1,2010-12-07 12:45:00,1.45,17511.0,United Kingdom,-1.45,2010-12-07
14716,C537610,M,Manual,-1,2010-12-07 13:23:00,631.31,nan,United Kingdom,-631.31,2010-12-07
14717,C537611,22865,HAND WARMER OWL DESIGN,-36,2010-12-07 13:25:00,2.1,17675.0,United Kingdom,-75.60000000000001,2010-12-07
14728,C537613,M,Manual,-1,2010-12-07 13:28:00,313.78,nan,United Kingdom,-313.78,2010-12-07
15016,C537630,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:04:00,13541.33,nan,United Kingdom,-13541.33,2010-12-07
15651,537639,22734,amazon,30,2010-12-07 15:29:00,0.0,nan,United Kingdom,0.0,2010-12-07
15657,537640,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2010-12-07 15:31:00,0.0,nan,United Kingdom,0.0,2010-12-07
16232,C537644,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:34:00,13474.79,nan,United Kingdom,-13474.79,2010-12-07
16313,C537647,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:41:00,5519.25,nan,United Kingdom,-5519.25,2010-12-07
16356,C537651,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:49:00,13541.33,nan,United Kingdom,-13541.33,2010-12-07
16357,C537652,AMAZONFEE,AMAZON FEE,-1,2010-12-07 15:51:00,6706.71,nan,United Kingdom,-6706.71,2010-12-07
16424,C537656,21258,VICTORIAN SEWING BOX LARGE,-12,2010-12-07 16:21:00,10.95,15100.0,United Kingdom,-131.39999999999998,2010-12-07
17075,C537677,21166,COOK WITH WINE METAL SIGN ,-1,2010-12-08 09:55:00,1.95,14796.0,United Kingdom,-1.95,2010-12-08
17134,C537684,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2010-12-08 10:18:00,2.55,14901.0,United Kingdom,-2.55,2010-12-08
17135,C537684,22730,ALARM CLOCK BAKELIKE IVORY,-1,2010-12-08 10:18:00,3.75,14901.0,United Kingdom,-3.75,2010-12-08
17352,C537746,22156,HEART DECORATION WITH PEARLS ,-1,2010-12-08 11:03:00,0.85,15021.0,United Kingdom,-0.85,2010-12-08
17353,C537746,21558,SKULL LUNCH BOX WITH CUTLERY ,-1,2010-12-08 11:03:00,2.55,15021.0,United Kingdom,-2.55,2010-12-08
17354,C537746,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-12-08 11:03:00,3.25,15021.0,United Kingdom,-3.25,2010-12-08
17388,C537756,21914,BLUE HARMONICA IN BOX ,-24,2010-12-08 11:33:00,1.25,14952.0,United Kingdom,-30.0,2010-12-08
17389,C537756,84949,SILVER HANGING T-LIGHT HOLDER,-8,2010-12-08 11:33:00,1.65,14952.0,United Kingdom,-13.2,2010-12-08
17390,C537756,21275,ZINC TOP  2 DOOR WOODEN SHELF ,-4,2010-12-08 11:33:00,14.95,14952.0,United Kingdom,-59.8,2010-12-08
17453,C537763,85068,CREAM SWEETHEART SHELF + HOOKS,-1,2010-12-08 12:03:00,7.95,16713.0,United Kingdom,-7.95,2010-12-08
17986,C537788,90062,CARNIVAL BRACELET,-1,2010-12-08 12:49:00,12.75,15916.0,United Kingdom,-12.75,2010-12-08
17987,C537788,16202E,BLACK PHOTO ALBUM ,-1,2010-12-08 12:49:00,5.55,15916.0,United Kingdom,-5.55,2010-12-08
18132,C537797,22501,PICNIC BASKET WICKER LARGE,-1,2010-12-08 13:07:00,8.5,13113.0,United Kingdom,-8.5,2010-12-08
18133,C537797,22423,REGENCY CAKESTAND 3 TIER,-2,2010-12-08 13:07:00,10.95,13113.0,United Kingdom,-21.9,2010-12-08
18134,C537797,22469,HEART OF WICKER SMALL,-1,2010-12-08 13:07:00,1.45,13113.0,United Kingdom,-1.45,2010-12-08
18135,C537798,22357,KINGS CHOICE BISCUIT TIN,-1,2010-12-08 13:07:00,4.25,16553.0,United Kingdom,-4.25,2010-12-08
18196,C537805,35004C,SET OF 3 COLOURED  FLYING DUCKS,-1,2010-12-08 13:18:00,4.65,15311.0,United Kingdom,-4.65,2010-12-08
18197,C537805,40001,WHITE BAMBOO RIBS LAMPSHADE,-2,2010-12-08 13:18:00,0.64,15311.0,United Kingdom,-1.28,2010-12-08
18198,C537805,85047,WHITE BEADED GARLAND STRING 20LIGHT,-1,2010-12-08 13:18:00,5.55,15311.0,United Kingdom,-5.55,2010-12-08
18199,C537805,22719,GUMBALL MONOCHROME COAT RACK,-3,2010-12-08 13:18:00,1.06,15311.0,United Kingdom,-3.18,2010-12-08
18200,C537805,20798,CLEAR MILKSHAKE GLASS,-4,2010-12-08 13:18:00,1.65,15311.0,United Kingdom,-6.6,2010-12-08
18201,C537805,22198,LARGE POPCORN HOLDER ,-1,2010-12-08 13:18:00,1.45,15311.0,United Kingdom,-1.45,2010-12-08
18202,C537805,22197,SMALL POPCORN HOLDER,-1,2010-12-08 13:18:00,0.72,15311.0,United Kingdom,-0.72,2010-12-08
18203,C537805,20829,GLITTER HANGING BUTTERFLY STRING,-1,2010-12-08 13:18:00,2.1,15311.0,United Kingdom,-2.1,2010-12-08
18204,C537805,22571,ROCKING HORSE RED CHRISTMAS ,-1,2010-12-08 13:18:00,0.85,15311.0,United Kingdom,-0.85,2010-12-08
18232,C537807,84949,SILVER HANGING T-LIGHT HOLDER,-5,2010-12-08 13:23:00,1.65,13495.0,United Kingdom,-8.25,2010-12-08
18233,C537807,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-3,2010-12-08 13:23:00,4.95,13495.0,United Kingdom,-14.850000000000001,2010-12-08
18234,C537807,21143,ANTIQUE GLASS HEART DECORATION ,-1,2010-12-08 13:23:00,1.95,13495.0,United Kingdom,-1.95,2010-12-08
18235,C537807,21812,GARLAND WITH HEARTS AND BELLS,-6,2010-12-08 13:23:00,4.95,13495.0,United Kingdom,-29.700000000000003,2010-12-08
18246,C537812,21843,RED RETROSPOT CAKE STAND,-10,2010-12-08 13:33:00,9.95,14299.0,United Kingdom,-99.5,2010-12-08
18247,C537812,22423,REGENCY CAKESTAND 3 TIER,-10,2010-12-08 13:33:00,10.95,14299.0,United Kingdom,-109.5,2010-12-08
18255,C537814,20703,BLUE PADDED SOFT MOBILE,-3,2010-12-08 13:43:00,4.25,12712.0,Germany,-12.75,2010-12-08
18351,C537820,22627,MINT KITCHEN SCALES,-1,2010-12-08 14:10:00,8.5,16016.0,United Kingdom,-8.5,2010-12-08
18352,C537821,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-3,2010-12-08 14:20:00,6.95,18193.0,United Kingdom,-20.85,2010-12-08
18974,C537824,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,2010-12-08 14:27:00,9.95,12870.0,United Kingdom,-9.95,2010-12-08
18975,C537824,22784,LANTERN CREAM GAZEBO ,-1,2010-12-08 14:27:00,4.95,12870.0,United Kingdom,-4.95,2010-12-08
19101,C537832,22073,RED RETROSPOT STORAGE JAR,-2,2010-12-08 14:52:00,3.75,16858.0,United Kingdom,-7.5,2010-12-08
19102,C537832,21531,RED RETROSPOT SUGAR JAM BOWL,-4,2010-12-08 14:52:00,2.1,16858.0,United Kingdom,-8.4,2010-12-08
19103,C537832,21527,RED RETROSPOT TRADITIONAL TEAPOT ,-2,2010-12-08 14:52:00,6.95,16858.0,United Kingdom,-13.9,2010-12-08
19105,C537834,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2010-12-08 14:54:00,2.95,13267.0,United Kingdom,-2.95,2010-12-08
19106,C537834,21314,SMALL GLASS HEART TRINKET POT,-1,2010-12-08 14:54:00,2.1,13267.0,United Kingdom,-2.1,2010-12-08
19107,C537834,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,2010-12-08 14:54:00,2.95,13267.0,United Kingdom,-8.850000000000001,2010-12-08
19108,C537835,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-12-08 14:57:00,4.95,14618.0,United Kingdom,-14.850000000000001,2010-12-08
19124,C537838,22299,PIG KEYRING WITH LIGHT & SOUND ,-4,2010-12-08 15:01:00,1.25,13115.0,United Kingdom,-5.0,2010-12-08
19348,C537853,79000,MOROCCAN TEA GLASS,-1,2010-12-08 15:57:00,0.85,13370.0,United Kingdom,-0.85,2010-12-08
19349,C537853,22940,FELTCRAFT CHRISTMAS FAIRY,-1,2010-12-08 15:57:00,4.25,13370.0,United Kingdom,-4.25,2010-12-08
19350,C537853,22169,FAMILY ALBUM WHITE PICTURE FRAME,-2,2010-12-08 15:57:00,8.5,13370.0,United Kingdom,-17.0,2010-12-08
19351,C537853,22697,GREEN REGENCY TEACUP AND SAUCER,-1,2010-12-08 15:57:00,2.95,13370.0,United Kingdom,-2.95,2010-12-08
19352,C537853,22960,JAM MAKING SET WITH JARS,-2,2010-12-08 15:57:00,4.25,13370.0,United Kingdom,-8.5,2010-12-08
19390,C537856,37370,RETRO COFFEE MUGS ASSORTED,-2,2010-12-08 15:59:00,1.25,14388.0,United Kingdom,-2.5,2010-12-08
19391,C537856,21843,RED RETROSPOT CAKE STAND,-1,2010-12-08 15:59:00,10.95,14388.0,United Kingdom,-10.95,2010-12-08
19392,C537857,D,Discount,-1,2010-12-08 16:00:00,267.12,17340.0,United Kingdom,-267.12,2010-12-08
19430,C537860,84406B,CREAM CUPID HEARTS COAT HANGER,-8,2010-12-08 16:15:00,3.25,16252.0,United Kingdom,-26.0,2010-12-08
19431,C537860,22295,HEART FILIGREE DOVE LARGE,-12,2010-12-08 16:15:00,1.65,16252.0,United Kingdom,-19.799999999999997,2010-12-08
19432,C537860,22193,RED DINER WALL CLOCK,-2,2010-12-08 16:15:00,8.5,16252.0,United Kingdom,-17.0,2010-12-08
19433,C537860,22180,RETROSPOT LAMP,-1,2010-12-08 16:15:00,9.95,16252.0,United Kingdom,-9.95,2010-12-08
19434,C537860,21624,VINTAGE UNION JACK DOORSTOP,-3,2010-12-08 16:15:00,5.95,16252.0,United Kingdom,-17.85,2010-12-08
19435,C537860,21485,RETROSPOT HEART HOT WATER BOTTLE,-3,2010-12-08 16:15:00,4.95,16252.0,United Kingdom,-14.850000000000001,2010-12-08
19436,C537860,20897,VINTAGE NOTEBOOK PARIS DAYS,-6,2010-12-08 16:15:00,2.95,16252.0,United Kingdom,-17.700000000000003,2010-12-08
19437,C537860,37370,RETRO COFFEE MUGS ASSORTED,-12,2010-12-08 16:15:00,1.25,16252.0,United Kingdom,-15.0,2010-12-08
19438,C537860,22049,WRAP CHRISTMAS SCREEN PRINT,-25,2010-12-08 16:15:00,0.42,16252.0,United Kingdom,-10.5,2010-12-08
19439,C537860,21888,BINGO SET,-4,2010-12-08 16:15:00,3.75,16252.0,United Kingdom,-15.0,2010-12-08
19440,C537860,21240,BLUE POLKADOT CUP,-8,2010-12-08 16:15:00,0.85,16252.0,United Kingdom,-6.8,2010-12-08
19441,C537860,21066,VINTAGE RED MUG,-12,2010-12-08 16:15:00,1.25,16252.0,United Kingdom,-15.0,2010-12-08
19442,C537860,20675,BLUE POLKADOT BOWL,-8,2010-12-08 16:15:00,1.25,16252.0,United Kingdom,-10.0,2010-12-08
19443,C537860,22192,BLUE DINER WALL CLOCK,-2,2010-12-08 16:15:00,8.5,16252.0,United Kingdom,-17.0,2010-12-08
19444,C537860,21244,BLUE POLKADOT PLATE ,-8,2010-12-08 16:15:00,1.69,16252.0,United Kingdom,-13.52,2010-12-08
19445,C537860,21242,RED RETROSPOT PLATE ,-8,2010-12-08 16:15:00,1.69,16252.0,United Kingdom,-13.52,2010-12-08
19446,C537860,20676,RED RETROSPOT BOWL,-8,2010-12-08 16:15:00,1.25,16252.0,United Kingdom,-10.0,2010-12-08
19447,C537860,79066K,RETRO MOD TRAY,-10,2010-12-08 16:15:00,0.85,16252.0,United Kingdom,-8.5,2010-12-08
19448,C537860,22637,PIGGY BANK RETROSPOT ,-6,2010-12-08 16:15:00,2.55,16252.0,United Kingdom,-15.299999999999999,2010-12-08
19449,C537860,22508,DOORSTOP RETROSPOT HEART,-4,2010-12-08 16:15:00,3.75,16252.0,United Kingdom,-15.0,2010-12-08
19450,C537860,21238,RED RETROSPOT CUP,-8,2010-12-08 16:15:00,0.85,16252.0,United Kingdom,-6.8,2010-12-08
19802,C537893,22450,SILK PURSE BABUSHKA BLUE,-1,2010-12-09 10:14:00,3.35,12721.0,France,-3.35,2010-12-09
19803,C537893,22634,CHILDS BREAKFAST SET SPACEBOY ,-2,2010-12-09 10:14:00,9.95,12721.0,France,-19.9,2010-12-09
19804,C537893,22630,DOLLY GIRL LUNCH BOX,-2,2010-12-09 10:14:00,1.95,12721.0,France,-3.9,2010-12-09
19994,C537998,22727,ALARM CLOCK BAKELIKE RED ,-4,2010-12-09 11:42:00,3.75,17411.0,United Kingdom,-15.0,2010-12-09
19995,C537998,22725,ALARM CLOCK BAKELIKE CHOCOLATE,-4,2010-12-09 11:42:00,3.75,17411.0,United Kingdom,-15.0,2010-12-09
20438,C538052,22138,BAKING SET 9 PIECE RETROSPOT ,-1,2010-12-09 13:28:00,4.95,15181.0,United Kingdom,-4.95,2010-12-09
20507,C538059,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,-12,2010-12-09 13:38:00,1.25,14205.0,United Kingdom,-15.0,2010-12-09
20508,C538059,21535,RED RETROSPOT SMALL MILK JUG,-6,2010-12-09 13:38:00,2.55,14205.0,United Kingdom,-15.299999999999999,2010-12-09
20509,C538059,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,-6,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,-17.700000000000003,2010-12-09
20510,C538059,84378,SET OF 3 HEART COOKIE CUTTERS,-12,2010-12-09 13:38:00,1.25,14205.0,United Kingdom,-15.0,2010-12-09
20511,C538059,48188,DOORMAT WELCOME PUPPIES,-2,2010-12-09 13:38:00,7.95,14205.0,United Kingdom,-15.9,2010-12-09
20512,C538059,22697,GREEN REGENCY TEACUP AND SAUCER,-6,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,-17.700000000000003,2010-12-09
20513,C538059,48187,DOORMAT NEW ENGLAND,-2,2010-12-09 13:38:00,7.95,14205.0,United Kingdom,-15.9,2010-12-09
20514,C538059,22727,ALARM CLOCK BAKELIKE RED ,-4,2010-12-09 13:38:00,3.75,14205.0,United Kingdom,-15.0,2010-12-09
20515,C538059,22699,ROSES REGENCY TEACUP AND SAUCER ,-6,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,-17.700000000000003,2010-12-09
20516,C538059,22698,PINK REGENCY TEACUP AND SAUCER,-6,2010-12-09 13:38:00,2.95,14205.0,United Kingdom,-17.700000000000003,2010-12-09
20517,C538059,21975,PACK OF 60 DINOSAUR CAKE CASES,-24,2010-12-09 13:38:00,0.55,14205.0,United Kingdom,-13.200000000000001,2010-12-09
20518,C538059,21533,RETROSPOT LARGE MILK JUG,-3,2010-12-09 13:38:00,4.95,14205.0,United Kingdom,-14.850000000000001,2010-12-09
20519,C538059,21217,RED RETROSPOT ROUND CAKE TINS,-3,2010-12-09 13:38:00,9.95,14205.0,United Kingdom,-29.849999999999998,2010-12-09
20520,C538059,21210,SET OF 72 RETROSPOT PAPER  DOILIES,-12,2010-12-09 13:38:00,1.45,14205.0,United Kingdom,-17.4,2010-12-09
20523,C538062,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-14,2010-12-09 13:40:00,4.25,17702.0,United Kingdom,-59.5,2010-12-09
20524,C538062,22329,ROUND CONTAINER SET OF 5 RETROSPOT,-4,2010-12-09 13:40:00,1.65,17702.0,United Kingdom,-6.6,2010-12-09
20525,C538062,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-1,2010-12-09 13:40:00,3.75,17702.0,United Kingdom,-3.75,2010-12-09
20526,C538062,22168,ORGANISER WOOD ANTIQUE WHITE ,-2,2010-12-09 13:40:00,8.5,17702.0,United Kingdom,-17.0,2010-12-09
20527,C538062,20973,12 PENCIL SMALL TUBE WOODLAND,-2,2010-12-09 13:40:00,0.65,17702.0,United Kingdom,-1.3,2010-12-09
20576,C538066,22083,PAPER CHAIN KIT RETROSPOT,-1,2010-12-09 13:58:00,2.95,15738.0,United Kingdom,-2.95,2010-12-09
21049,538071,22585,PACK OF 6 BIRDY GIFT TAGS,1,2010-12-09 14:09:00,0.0,nan,United Kingdom,0.0,2010-12-09
21338,538072,22423,faulty,-13,2010-12-09 14:10:00,0.0,nan,United Kingdom,-0.0,2010-12-09
21350,C538075,21284,RETROSPOT CANDLE  SMALL,-12,2010-12-09 14:12:00,1.69,13021.0,United Kingdom,-20.28,2010-12-09
21465,C538081,22630,DOLLY GIRL LUNCH BOX,-33,2010-12-09 14:29:00,1.95,16898.0,United Kingdom,-64.35,2010-12-09
21466,C538082,21864,UNION JACK FLAG PASSPORT COVER ,-20,2010-12-09 14:30:00,2.1,13777.0,United Kingdom,-42.0,2010-12-09
21467,C538083,85099B,JUMBO BAG RED RETROSPOT,-3,2010-12-09 14:40:00,1.95,15750.0,United Kingdom,-5.85,2010-12-09
21468,C538083,22633,HAND WARMER UNION JACK,-4,2010-12-09 14:40:00,2.1,15750.0,United Kingdom,-8.4,2010-12-09
21469,C538084,22860,EASTER TIN CHICKS PINK DAISY,-6,2010-12-09 14:42:00,1.65,12649.0,Germany,-9.899999999999999,2010-12-09
21470,C538084,22859,EASTER TIN BUNNY BOUQUET,-6,2010-12-09 14:42:00,1.65,12649.0,Germany,-9.899999999999999,2010-12-09
21471,C538085,82486,WOOD S/3 CABINET ANT WHITE FINISH,-1,2010-12-09 14:43:00,7.95,16350.0,United Kingdom,-7.95,2010-12-09
21472,C538085,21314,SMALL GLASS HEART TRINKET POT,-1,2010-12-09 14:43:00,2.1,16350.0,United Kingdom,-2.1,2010-12-09
21473,C538085,82483,WOOD 2 DRAWER CABINET WHITE FINISH,-1,2010-12-09 14:43:00,5.95,16350.0,United Kingdom,-5.95,2010-12-09
21516,C538088,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,-24,2010-12-09 14:45:00,0.85,14766.0,United Kingdom,-20.4,2010-12-09
21517,C538089,21906,PHARMACIE FIRST AID TIN,-1,2010-12-09 14:47:00,6.75,18230.0,United Kingdom,-6.75,2010-12-09
21518,538090,20956,?,-723,2010-12-09 14:48:00,0.0,nan,United Kingdom,-0.0,2010-12-09
21519,C538091,35400,WOODEN BOX ADVENT CALENDAR ,-2,2010-12-09 14:48:00,8.95,16499.0,United Kingdom,-17.9,2010-12-09
21623,C538098,22168,ORGANISER WOOD ANTIQUE WHITE ,-1,2010-12-09 14:57:00,8.5,14441.0,United Kingdom,-8.5,2010-12-09
21624,C538099,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2010-12-09 14:58:00,4.25,15279.0,United Kingdom,-4.25,2010-12-09
21625,C538099,22457,NATURAL SLATE HEART CHALKBOARD ,-3,2010-12-09 14:58:00,2.95,15279.0,United Kingdom,-8.850000000000001,2010-12-09
21626,C538100,84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,-12,2010-12-09 15:00:00,2.55,16579.0,United Kingdom,-30.599999999999998,2010-12-09
21628,C538102,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-2,2010-12-09 15:01:00,4.65,14047.0,United Kingdom,-9.3,2010-12-09
21629,C538103,22941,CHRISTMAS LIGHTS 10 REINDEER,-2,2010-12-09 15:13:00,8.5,17442.0,United Kingdom,-17.0,2010-12-09
21656,C538105,79163,BLACK CHAMPAGNE GLASS,-1,2010-12-09 15:18:00,1.65,16781.0,United Kingdom,-1.65,2010-12-09
21657,C538105,21781,MA CAMPAGNE CUTLERY BOX,-1,2010-12-09 15:18:00,14.95,16781.0,United Kingdom,-14.95,2010-12-09
21697,C538109,22780,LIGHT GARLAND BUTTERFILES PINK,-4,2010-12-09 15:23:00,4.25,16042.0,United Kingdom,-17.0,2010-12-09
21698,C538109,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2010-12-09 15:23:00,7.95,16042.0,United Kingdom,-7.95,2010-12-09
21699,C538110,21232,STRAWBERRY CERAMIC TRINKET BOX,-144,2010-12-09 15:24:00,1.06,17307.0,United Kingdom,-152.64000000000001,2010-12-09
21700,C538111,21830,ASSORTED CREEPY CRAWLIES,-24,2010-12-09 15:24:00,0.42,17950.0,United Kingdom,-10.08,2010-12-09
21701,C538112,22072,RED RETROSPOT TEA CUP AND SAUCER ,-1,2010-12-09 15:28:00,3.75,14898.0,United Kingdom,-3.75,2010-12-09
21702,C538112,21777,RECIPE BOX WITH METAL HEART,-3,2010-12-09 15:28:00,7.95,14898.0,United Kingdom,-23.85,2010-12-09
21719,C538114,21275,ZINC TOP  2 DOOR WOODEN SHELF ,-1,2010-12-09 15:29:00,16.95,14217.0,United Kingdom,-16.95,2010-12-09
21720,C538115,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,2010-12-09 15:30:00,1.25,16817.0,United Kingdom,-1.25,2010-12-09
21721,C538115,22251,BIRDHOUSE DECORATION MAGIC GARDEN,-9,2010-12-09 15:30:00,1.25,16817.0,United Kingdom,-11.25,2010-12-09
