,,TotalAmount,TotalAmount,TotalAmount,Date,Date
12817.0,Austria,166.04,166.04,166.04,2011-03-03,2011-03-03
12818.0,Austria,1542.08,1542.08,1542.08,2011-03-23,2011-03-23
12820.0,United Kingdom,942.34,170.46,343.76,2011-01-17,2011-12-06
12821.0,United Kingdom,92.72,92.72,92.72,2011-05-09,2011-05-09
12822.0,United Kingdom,948.88,257.98,690.9,2011-09-13,2011-09-30
12823.0,United Kingdom,1759.5,229.5,535.5,2011-02-16,2011-09-26
12824.0,United Kingdom,397.12,397.12,397.12,2011-10-11,2011-10-11
12826.0,United Kingdom,1474.72,121.52,329.38,2010-12-09,2011-12-07
12827.0,United Kingdom,430.15,100.95,217.75,2011-10-26,2011-12-04
12828.0,United Kingdom,1018.71,77.31,273.78000000000003,2011-08-01,2011-12-07
12829.0,United Kingdom,293.0,85.75,207.25,2010-12-14,2011-01-07
12830.0,United Kingdom,6814.64,400.3200000000001,2334.24,2011-06-21,2011-11-02
12831.0,United Kingdom,215.05,215.05,215.05,2011-03-22,2011-03-22
12832.0,United Kingdom,383.03000000000003,115.23,267.8,2011-09-02,2011-11-07
12833.0,United Kingdom,417.38,417.38,417.38,2011-07-17,2011-07-17
12834.0,United Kingdom,312.38,312.38,312.38,2011-03-02,2011-03-02
12836.0,United Kingdom,2612.86,451.13,846.69,2011-02-01,2011-10-11
12837.0,United Kingdom,134.1,134.1,134.1,2011-06-19,2011-06-19
12838.0,United Kingdom,683.1300000000001,292.34000000000003,390.79,2010-12-01,2011-11-06
12839.0,United Kingdom,5591.42,278.66,752.39,2010-12-07,2011-12-07
12840.0,United Kingdom,2726.77,572.8,854.0699999999999,2011-04-27,2011-07-19
12841.0,United Kingdom,4022.35,79.4,294.25,2010-12-03,2011-12-05
12842.0,United Kingdom,1118.99,310.73,808.26,2011-02-04,2011-09-30
12843.0,United Kingdom,1702.26,9.95,444.45,2011-03-20,2011-10-05
12844.0,United Kingdom,325.96000000000004,151.08,174.88,2011-08-01,2011-11-10
12845.0,United Kingdom,354.09000000000003,6.7,208.8,2011-02-22,2011-03-17
12847.0,United Kingdom,871.54,871.54,871.54,2011-11-17,2011-11-17
12849.0,United Kingdom,1050.8899999999999,346.39,704.5,2011-03-16,2011-11-08
12851.0,United Kingdom,135.18,135.18,135.18,2011-09-04,2011-09-04
12852.0,United Kingdom,311.55,311.55,311.55,2011-02-18,2011-02-18
12853.0,United Kingdom,1957.1,427.4,1072.1,2011-01-28,2011-07-28
12854.0,United Kingdom,1324.5,389.9,514.13,2011-01-25,2011-09-22
12855.0,United Kingdom,38.1,38.1,38.1,2010-12-02,2010-12-02
12856.0,United Kingdom,2179.93,213.1,603.4399999999999,2011-10-07,2011-12-02
12857.0,United Kingdom,1106.4,304.8,801.6,2011-02-10,2011-05-13
12863.0,United Kingdom,521.2,521.2,521.2,2011-10-18,2011-10-18
12864.0,United Kingdom,147.12,147.12,147.12,2011-07-24,2011-07-24
12865.0,Austria,1568.23,586.85,981.38,2011-08-08,2011-11-13
12866.0,Belgium,559.12,559.12,559.12,2011-03-01,2011-03-01
12867.0,United Kingdom,4036.82,362.79,1011.08,2010-12-14,2011-11-13
12868.0,United Kingdom,1607.06,182.45,437.52,2010-12-01,2011-06-07
12871.0,United Kingdom,380.64,132.0,248.64,2011-05-16,2011-09-16
12872.0,United Kingdom,599.97,221.44,378.53,2010-12-09,2011-01-17
12873.0,United Kingdom,374.0,374.0,374.0,2011-03-02,2011-03-02
12875.0,United Kingdom,343.2300000000001,49.470000000000006,293.76000000000005,2010-12-12,2011-07-19
12876.0,Belgium,2218.02,726.43,1491.59,2011-05-27,2011-10-13
12877.0,United Kingdom,1535.77,79.2,276.79,2010-12-16,2011-12-06
12878.0,United Kingdom,854.99,315.18,539.81,2011-03-18,2011-04-17
12879.0,United Kingdom,573.22,65.52000000000001,367.2,2011-09-09,2011-10-26
12881.0,United Kingdom,298.0,298.0,298.0,2011-03-09,2011-03-09
12882.0,United Kingdom,1463.04,471.84,991.2,2011-11-06,2011-11-30
12883.0,United Kingdom,703.47,291.63,411.84,2011-09-11,2011-11-15
12884.0,United Kingdom,309.05,309.05,309.05,2011-09-12,2011-09-12
12885.0,United Kingdom,1175.22,529.87,645.35,2011-08-08,2011-10-07
12886.0,United Kingdom,1378.4,603.4,775.0,2011-05-04,2011-10-03
12888.0,United Kingdom,354.12,81.36,272.76,2011-03-29,2011-05-09
12890.0,United Kingdom,380.47,380.47,380.47,2011-11-15,2011-11-15
12891.0,United Kingdom,331.0,42.0,204.00000000000003,2011-02-20,2011-06-07
12893.0,United Kingdom,188.14,188.14,188.14,2011-11-09,2011-11-09
12895.0,United Kingdom,372.8,105.0,267.8,2011-09-14,2011-10-28
12897.0,United Kingdom,216.5,87.7,128.8,2011-02-11,2011-05-19
12901.0,United Kingdom,17654.54,54.72,2970.8,2011-03-14,2011-12-01
12902.0,United Kingdom,138.68,138.68,138.68,2011-03-20,2011-03-20
12904.0,United Kingdom,509.58,244.69,264.89,2011-06-20,2011-11-21
12906.0,United Kingdom,2919.81,983.22,1936.59,2011-09-22,2011-11-28
12908.0,United Kingdom,750.0,318.0,432.0,2011-01-31,2011-06-16
12909.0,United Kingdom,2178.67,321.32,903.45,2011-03-31,2011-10-31
12910.0,United Kingdom,3075.04,344.4,720.22,2011-04-12,2011-11-16
12912.0,United Kingdom,1662.3,139.92000000000002,616.3199999999999,2011-10-30,2011-12-07
12913.0,United Kingdom,2483.63,134.97,1082.14,2010-12-06,2011-12-05
12915.0,United Kingdom,363.65,164.0,199.65,2010-12-02,2011-07-14
12916.0,United Kingdom,3006.15,649.78,847.85,2011-01-23,2011-07-24
12917.0,United Kingdom,594.0,594.0,594.0,2011-08-03,2011-08-03
12919.0,United Kingdom,1335.19,52.8,336.12,2011-06-23,2011-12-01
12920.0,United Kingdom,164.23,164.23,164.23,2011-11-22,2011-11-22
12921.0,United Kingdom,16587.09,272.1,1776.22,2010-12-01,2011-11-30
12922.0,United Kingdom,405.38,405.38,405.38,2011-07-01,2011-07-01
12923.0,United Kingdom,176.97,176.97,176.97,2011-10-06,2011-10-06
12924.0,United Kingdom,933.7,58.190000000000005,367.28,2011-01-16,2011-09-12
12925.0,United Kingdom,694.05,325.74,368.31,2011-09-26,2011-12-05
12928.0,United Kingdom,2062.7,334.0,592.5600000000001,2010-12-15,2011-11-04
12929.0,United Kingdom,117.85,117.85,117.85,2011-02-01,2011-02-01
12930.0,United Kingdom,415.8,194.24,221.56,2011-06-21,2011-09-22
12931.0,United Kingdom,42055.96,62.5,19045.48,2010-12-17,2011-11-18
12933.0,United Kingdom,607.53,110.75,250.04,2011-03-01,2011-11-15
12935.0,United Kingdom,2160.7,281.58,434.6,2011-01-24,2011-12-07
12936.0,United Kingdom,1063.9,102.0,798.46,2011-09-22,2011-11-22
12937.0,United Kingdom,1504.27,210.8,677.83,2011-03-17,2011-11-24
12938.0,United Kingdom,114.14,114.14,114.14,2011-11-14,2011-11-14
12939.0,United Kingdom,11581.8,761.76,3376.08,2011-01-09,2011-10-06
12940.0,United Kingdom,913.54,361.27,552.27,2011-09-13,2011-10-16
12942.0,United Kingdom,683.9,137.77,287.38,2010-12-09,2011-07-31
12944.0,United Kingdom,604.51,286.95,317.56,2010-12-20,2011-11-04
12945.0,United Kingdom,462.95,462.95,462.95,2011-02-24,2011-02-24
12947.0,United Kingdom,1603.99,40.8,429.57,2010-12-01,2011-07-19
12948.0,United Kingdom,2064.95,127.68,537.7,2011-03-20,2011-11-23
12949.0,United Kingdom,4167.22,425.75,1534.3,2011-04-01,2011-11-09
12950.0,United Kingdom,1843.0,311.6,1171.4,2011-11-15,2011-12-07
12951.0,United Kingdom,1064.0700000000002,117.4,312.29,2011-01-13,2011-12-01
12952.0,United Kingdom,1387.79,297.73,731.54,2011-09-22,2011-12-04
12953.0,United Kingdom,329.85,329.85,329.85,2011-11-30,2011-11-30
12955.0,United Kingdom,4757.16,17.0,994.8,2011-03-17,2011-12-08
12956.0,United Kingdom,108.07,108.07,108.07,2011-02-06,2011-02-06
12957.0,United Kingdom,4017.54,330.51,968.9,2011-01-04,2011-11-30
12962.0,United Kingdom,266.39,95.85,170.54000000000002,2011-08-18,2011-12-02
12963.0,United Kingdom,1856.63,82.0,636.27,2010-12-09,2011-12-01
12965.0,United Kingdom,771.91,771.91,771.91,2011-09-11,2011-09-11
12966.0,United Kingdom,160.18,160.18,160.18,2011-11-30,2011-11-30
12967.0,United Kingdom,1660.9,292.5,1368.4,2010-12-03,2010-12-16
12968.0,United Kingdom,135.95,135.95,135.95,2011-08-19,2011-08-19
12970.0,United Kingdom,452.24,23.8,428.44,2011-01-21,2011-12-02
12971.0,United Kingdom,11189.91,25.2,623.8,2010-12-02,2011-12-06
12974.0,United Kingdom,144.8,144.8,144.8,2011-05-26,2011-05-26
12976.0,United Kingdom,738.6,738.6,738.6,2011-05-12,2011-05-12
12977.0,United Kingdom,39.24,39.24,39.24,2011-07-06,2011-07-06
12980.0,United Kingdom,7374.9,432.9,1077.12,2010-12-16,2011-07-05
12981.0,United Kingdom,372.22,185.04,187.18,2011-07-29,2011-11-10
12982.0,United Kingdom,390.54,390.54,390.54,2011-04-11,2011-04-11
12984.0,United Kingdom,97.5,97.5,97.5,2011-11-21,2011-11-21
12985.0,United Kingdom,1239.38,485.0,754.38,2011-11-11,2011-12-09
12987.0,United Kingdom,558.7,254.4,304.3,2011-05-26,2011-09-27
12988.0,United Kingdom,535.32,535.32,535.32,2011-02-20,2011-02-20
12989.0,United Kingdom,6924.110000000001,61.2,1141.2,2010-12-10,2011-12-06
12990.0,United Kingdom,409.5,97.5,166.4,2011-02-02,2011-11-08
12991.0,United Kingdom,503.76,200.2,303.56,2011-08-19,2011-11-16
12993.0,United Kingdom,414.76,42.36000000000001,197.1,2011-02-14,2011-11-16
12994.0,United Kingdom,974.4200000000001,292.87,352.6,2011-03-16,2011-12-05
12995.0,United Kingdom,211.32,211.32,211.32,2011-09-15,2011-09-15
12997.0,United Kingdom,1226.89,302.92,310.5,2011-01-26,2011-11-17
12999.0,United Kingdom,455.88,59.1,320.28000000000003,2011-04-08,2011-05-27
13000.0,United Kingdom,534.85,76.32000000000001,256.78,2010-12-10,2011-08-25
13001.0,United Kingdom,9818.82,278.28000000000003,1853.52,2011-01-17,2011-12-05
13002.0,United Kingdom,120.95,120.95,120.95,2011-01-25,2011-01-25
13003.0,United Kingdom,149.05,30.0,60.0,2011-05-09,2011-08-26
13004.0,United Kingdom,5655.91,15.8,483.7,2010-12-17,2011-11-28
13005.0,United Kingdom,513.7,192.05,321.65,2011-04-07,2011-06-19
13006.0,United Kingdom,81.57,81.57,81.57,2011-10-14,2011-10-14
13008.0,United Kingdom,229.47,229.47,229.47,2011-01-20,2011-01-20
13011.0,United Kingdom,50.55,50.55,50.55,2010-12-02,2010-12-02
13012.0,United Kingdom,1661.84,15.0,377.27,2011-02-18,2011-11-30
13013.0,United Kingdom,4810.94,194.51,1528.34,2010-12-03,2011-12-08
13014.0,United Kingdom,3466.2799999999997,76.5,515.38,2011-03-03,2011-11-29
13015.0,United Kingdom,3346.2799999999997,314.6,1583.24,2011-04-04,2011-10-17
13016.0,United Kingdom,789.89,364.64,425.25,2011-08-08,2011-09-27
13017.0,United Kingdom,204.0,204.0,204.0,2011-12-02,2011-12-02
13018.0,United Kingdom,7277.7,178.94,757.03,2011-02-17,2011-11-23
13021.0,United Kingdom,2616.38,157.35000000000002,466.81,2010-12-16,2011-12-05
13023.0,United Kingdom,689.9000000000001,336.40000000000003,353.5,2011-08-02,2011-10-06
13026.0,United Kingdom,975.36,84.36,360.48,2011-03-09,2011-12-08
13027.0,United Kingdom,6912.0,384.0,2016.0,2010-12-20,2011-08-18
13028.0,United Kingdom,661.3199999999999,305.38,355.94,2011-10-25,2011-11-17
13029.0,United Kingdom,1247.5,382.5,474.3,2010-12-21,2011-11-09
13030.0,United Kingdom,799.48,371.74,427.74,2010-12-06,2011-11-28
13032.0,United Kingdom,1010.1800000000001,496.3,513.88,2011-09-13,2011-10-18
13033.0,United Kingdom,190.55,190.55,190.55,2010-12-17,2010-12-17
13034.0,United Kingdom,642.77,165.86,476.91,2010-12-05,2011-10-16
13035.0,United Kingdom,921.88,333.0,588.88,2011-03-24,2011-09-27
13037.0,United Kingdom,881.0699999999999,250.42,326.9,2011-03-28,2011-07-24
13038.0,United Kingdom,908.46,196.66,395.1,2011-02-22,2011-09-20
13040.0,United Kingdom,676.99,303.25,373.74,2011-11-06,2011-12-01
13043.0,United Kingdom,516.42,516.42,516.42,2011-03-11,2011-03-11
13044.0,United Kingdom,560.47,560.47,560.47,2011-02-21,2011-02-21
13045.0,United Kingdom,305.28000000000003,305.28000000000003,305.28000000000003,2011-09-01,2011-09-01
13046.0,United Kingdom,629.31,197.72,431.59,2011-03-18,2011-11-09
13047.0,United Kingdom,3237.54,4.95,562.4,2010-12-01,2011-11-08
13048.0,United Kingdom,1835.91,435.13,477.61,2011-01-16,2011-11-25
13049.0,United Kingdom,656.68,153.78,502.9,2011-01-25,2011-10-06
13050.0,United Kingdom,5836.86,269.5,585.17,2010-12-08,2011-11-25
13052.0,United Kingdom,348.15000000000003,348.15000000000003,348.15000000000003,2011-05-11,2011-05-11
13055.0,United Kingdom,1214.4099999999999,344.86,869.55,2011-05-10,2011-09-22
13058.0,United Kingdom,271.4,47.55,133.7,2011-07-11,2011-11-15
13059.0,United Kingdom,183.4,183.4,183.4,2011-04-04,2011-04-04
13060.0,United Kingdom,307.53,307.53,307.53,2011-03-31,2011-03-31
13061.0,United Kingdom,248.61,248.61,248.61,2011-09-28,2011-09-28
13062.0,United Kingdom,346.98,346.98,346.98,2011-06-01,2011-06-01
13064.0,United Kingdom,1119.49,183.08,455.95,2011-01-16,2011-11-27
13065.0,United Kingdom,205.86,205.86,205.86,2010-12-01,2010-12-01
13066.0,United Kingdom,470.8,151.81,318.99,2011-11-07,2011-11-15
13067.0,United Kingdom,115.46,115.46,115.46,2011-09-18,2011-09-18
13068.0,United Kingdom,344.0,165.0,179.0,2011-01-24,2011-11-29
13069.0,United Kingdom,4436.12,47.29,476.7600000000001,2010-12-05,2011-12-09
13070.0,United Kingdom,228.8,228.8,228.8,2011-05-31,2011-05-31
13072.0,United Kingdom,177.15,177.15,177.15,2011-03-18,2011-03-18
13075.0,United Kingdom,919.61,919.61,919.61,2011-08-02,2011-08-02
13077.0,United Kingdom,729.2700000000001,151.83,313.72,2010-12-08,2011-12-08
13078.0,United Kingdom,12627.94,302.24,846.45,2010-12-08,2011-12-06
13079.0,United Kingdom,220.10000000000002,17.700000000000003,112.9,2011-07-22,2011-12-05
13080.0,United Kingdom,58.08,58.08,58.08,2011-06-13,2011-06-13
13081.0,United Kingdom,28337.38,72.0,7271.34,2010-12-03,2011-11-28
13082.0,United Kingdom,3613.63,90.0,1278.1,2011-01-05,2011-08-05
13083.0,United Kingdom,303.75,111.36,192.39,2011-09-25,2011-12-05
13085.0,United Kingdom,416.08000000000004,137.98000000000002,278.1,2011-02-17,2011-07-05
13089.0,United Kingdom,58825.83,119.85,4313.84,2010-12-05,2011-12-07
13090.0,United Kingdom,8910.82,160.6,1833.69,2010-12-02,2011-12-01
13091.0,United Kingdom,345.82,345.82,345.82,2011-11-11,2011-11-11
13092.0,United Kingdom,477.83,38.08,185.45,2010-12-15,2011-09-30
13093.0,United Kingdom,7832.47,304.5,2996.11,2010-12-01,2011-03-09
13094.0,United Kingdom,1927.3200000000002,76.32000000000001,228.96000000000004,2010-12-06,2011-11-18
13095.0,United Kingdom,74.39999999999999,74.39999999999999,74.39999999999999,2011-09-30,2011-09-30
13097.0,United Kingdom,6010.42,304.90000000000003,997.6,2010-12-14,2011-11-07
13098.0,United Kingdom,28882.44,244.8,4460.66,2011-01-26,2011-12-08
13099.0,United Kingdom,207.36,207.36,207.36,2011-09-01,2011-09-01
13101.0,United Kingdom,101.19,101.19,101.19,2011-04-19,2011-04-19
13102.0,United Kingdom,6424.09,8.5,574.56,2010-12-09,2011-12-08
13103.0,United Kingdom,243.94,243.94,243.94,2011-10-31,2011-10-31
13104.0,United Kingdom,1098.48,101.76,339.48,2010-12-20,2011-12-06
13106.0,United Kingdom,76.5,76.5,76.5,2011-07-29,2011-07-29
13107.0,United Kingdom,1531.6200000000001,124.2,566.84,2011-01-10,2011-10-26
13108.0,United Kingdom,350.06,350.06,350.06,2010-12-02,2010-12-02
13109.0,United Kingdom,786.54,369.85,416.69,2011-07-05,2011-10-11
13110.0,United Kingdom,1488.67,192.34,309.75,2011-02-01,2011-11-08
13113.0,United Kingdom,12245.96,150.55,1961.05,2010-12-08,2011-12-09
13115.0,United Kingdom,2294.78,15.6,901.07,2011-06-08,2011-11-28
13116.0,United Kingdom,501.14,501.14,501.14,2011-07-24,2011-07-24
13117.0,United Kingdom,984.91,65.28,202.12,2010-12-02,2011-11-18
13118.0,United Kingdom,1197.81,185.22,423.55,2011-02-24,2011-11-20
13120.0,United Kingdom,30.6,30.6,30.6,2011-04-15,2011-04-15
13121.0,United Kingdom,283.73,283.73,283.73,2011-03-15,2011-03-15
13122.0,United Kingdom,922.39,18.72,903.67,2011-04-13,2011-09-06
13124.0,United Kingdom,3866.33,1256.32,1317.8,2010-12-15,2011-09-11
13126.0,United Kingdom,2099.64,209.94,369.44,2010-12-08,2011-12-05
13127.0,United Kingdom,259.17,259.17,259.17,2011-09-23,2011-09-23
13130.0,United Kingdom,64.0,64.0,64.0,2011-09-06,2011-09-06
13131.0,United Kingdom,1073.3,301.1,447.3,2011-06-05,2011-11-16
13132.0,United Kingdom,77.3,77.3,77.3,2011-03-23,2011-03-23
13133.0,United Kingdom,109.80000000000001,52.35,57.45,2011-02-08,2011-03-11
13134.0,United Kingdom,1793.58,25.5,907.84,2011-04-13,2011-09-15
13135.0,United Kingdom,3096.0,3096.0,3096.0,2011-05-27,2011-05-27
13136.0,United Kingdom,2607.61,459.53,921.4,2011-05-11,2011-10-14
13137.0,United Kingdom,3650.41,217.93,682.17,2011-02-04,2011-11-29
13138.0,United Kingdom,962.39,102.6,198.44,2010-12-02,2011-11-17
13139.0,United Kingdom,5064.94,353.52,1873.62,2011-03-25,2011-11-23
13140.0,United Kingdom,423.72,114.06,159.51,2010-12-08,2011-08-23
13141.0,United Kingdom,2388.75,360.18,987.72,2011-01-28,2011-09-16
13142.0,United Kingdom,307.09,307.09,307.09,2011-11-20,2011-11-20
13144.0,United Kingdom,110.95,110.95,110.95,2011-01-11,2011-01-11
13145.0,United Kingdom,618.52,85.92,295.0,2010-12-02,2011-10-31
13146.0,United Kingdom,228.91,228.91,228.91,2011-11-13,2011-11-13
13147.0,United Kingdom,712.8,118.8,237.6,2011-09-01,2011-11-29
13148.0,United Kingdom,3707.12,309.40000000000003,917.25,2010-12-10,2011-11-10
13149.0,United Kingdom,1676.06,249.72,543.4399999999999,2011-02-23,2011-11-25
13151.0,United Kingdom,1257.87,1257.87,1257.87,2011-02-17,2011-02-17
13153.0,United Kingdom,486.22,486.22,486.22,2011-12-04,2011-12-04
13155.0,United Kingdom,971.76,89.25999999999999,379.7,2010-12-06,2011-11-06
13157.0,United Kingdom,1741.22,197.82,868.02,2011-02-14,2011-10-21
13158.0,United Kingdom,1201.06,256.41,332.89,2011-01-25,2011-09-06
13159.0,United Kingdom,1437.85,282.56,457.31,2011-08-16,2011-12-01
13160.0,United Kingdom,91.8,91.8,91.8,2011-11-17,2011-11-17
13161.0,United Kingdom,112.75,112.75,112.75,2011-01-30,2011-01-30
13162.0,United Kingdom,1688.29,3.75,753.26,2011-01-09,2011-08-09
13165.0,United Kingdom,1021.48,354.64,666.84,2010-12-23,2011-10-24
13166.0,United Kingdom,417.2,417.2,417.2,2011-03-01,2011-03-01
13167.0,United Kingdom,791.3299999999999,131.66,242.91,2011-07-19,2011-11-21
13168.0,United Kingdom,1319.19,131.43,632.18,2011-01-25,2011-11-03
13169.0,United Kingdom,712.88,207.68,505.2,2011-04-01,2011-10-07
13170.0,United Kingdom,116.01,116.01,116.01,2011-11-13,2011-11-13
13171.0,United Kingdom,468.40999999999997,132.54,195.52,2011-02-13,2011-11-18
13173.0,United Kingdom,353.65,165.94,187.71,2010-12-07,2011-12-05
13174.0,United Kingdom,2817.03,692.3000000000001,1415.97,2010-12-05,2011-11-23
13176.0,United Kingdom,492.84,492.84,492.84,2011-10-24,2011-10-24
13177.0,United Kingdom,282.45,282.45,282.45,2011-10-06,2011-10-06
13178.0,United Kingdom,5725.47,262.26,795.8000000000001,2010-12-14,2011-11-13
13182.0,United Kingdom,121.18,121.18,121.18,2011-10-25,2011-10-25
13183.0,United Kingdom,3957.78,211.96,690.6000000000001,2011-01-09,2011-12-02
13184.0,United Kingdom,1701.29,30.0,365.02,2011-02-22,2011-11-25
13185.0,United Kingdom,71.4,71.4,71.4,2011-03-17,2011-03-17
13186.0,United Kingdom,1575.89,273.95,988.34,2011-08-03,2011-10-31
13187.0,United Kingdom,236.02,236.02,236.02,2011-01-06,2011-01-06
13188.0,United Kingdom,114.6,114.6,114.6,2011-11-28,2011-11-28
13189.0,United Kingdom,260.68,127.0,133.68,2011-08-16,2011-11-21
13192.0,United Kingdom,911.94,447.62,464.32,2011-05-18,2011-09-05
13193.0,United Kingdom,117.88,117.88,117.88,2011-10-09,2011-10-09
13194.0,United Kingdom,60.7,60.7,60.7,2011-07-27,2011-07-27
13196.0,United Kingdom,1797.78,210.83,1074.82,2011-03-22,2011-11-28
13198.0,United Kingdom,3401.24,384.55,903.01,2010-12-13,2011-11-29
13199.0,United Kingdom,9817.119999999999,15.0,1912.8,2010-12-08,2011-12-06
13200.0,United Kingdom,870.09,100.2,319.32,2011-08-05,2011-11-20
13203.0,United Kingdom,869.46,144.15,396.38,2011-04-11,2011-11-30
13207.0,United Kingdom,250.26000000000005,52.74,197.52000000000004,2011-07-12,2011-11-24
13208.0,United Kingdom,1223.9,6.48,382.35,2011-02-03,2011-10-12
13209.0,United Kingdom,5891.610000000001,111.35,1932.24,2010-12-13,2011-11-09
13210.0,United Kingdom,353.48,353.48,353.48,2011-09-07,2011-09-07
13211.0,United Kingdom,1197.42,110.7,775.94,2010-12-13,2011-11-29
13212.0,United Kingdom,788.08,291.47,496.61,2011-10-09,2011-11-20
13213.0,United Kingdom,1520.58,136.25,556.7,2011-05-24,2011-10-14
13216.0,United Kingdom,333.74,333.74,333.74,2011-03-17,2011-03-17
13217.0,United Kingdom,533.98,52.02,396.96,2011-07-06,2011-08-09
13218.0,United Kingdom,62.63999999999999,62.63999999999999,62.63999999999999,2011-08-04,2011-08-04
13220.0,United Kingdom,819.29,83.4,476.29,2011-04-17,2011-09-22
13221.0,United Kingdom,847.4100000000001,349.25,498.16,2010-12-15,2011-04-13
13223.0,United Kingdom,163.2,62.4,100.8,2011-04-21,2011-05-23
13224.0,United Kingdom,2155.95,943.69,1212.26,2011-07-11,2011-10-10
13225.0,United Kingdom,6463.84,537.0,1363.2000000000005,2010-12-13,2011-12-06
13226.0,United Kingdom,108.21,108.21,108.21,2011-03-11,2011-03-11
13227.0,United Kingdom,257.7,257.7,257.7,2011-05-22,2011-05-22
13228.0,United Kingdom,358.0,358.0,358.0,2011-09-19,2011-09-19
13229.0,United Kingdom,160.95,160.95,160.95,2011-04-28,2011-04-28
13230.0,United Kingdom,2806.97,93.45,397.26,2010-12-09,2011-12-05
13232.0,United Kingdom,1357.6,117.43,314.26,2011-04-10,2011-11-27
13233.0,United Kingdom,605.12,300.88,304.24,2011-01-07,2011-09-26
13235.0,United Kingdom,1031.07,1031.07,1031.07,2011-05-11,2011-05-11
13236.0,United Kingdom,744.85,305.62,439.23,2011-08-25,2011-11-15
13238.0,United Kingdom,700.73,91.15,277.88,2010-12-14,2011-11-22
13239.0,United Kingdom,329.56,329.56,329.56,2011-03-23,2011-03-23
13240.0,United Kingdom,663.65,110.04,224.07,2010-12-09,2011-09-04
13242.0,United Kingdom,270.4,104.0,166.4,2011-05-10,2011-08-19
13243.0,United Kingdom,600.07,600.07,600.07,2011-05-20,2011-05-20
13244.0,United Kingdom,121.74,121.74,121.74,2011-09-08,2011-09-08
13245.0,United Kingdom,430.5,430.5,430.5,2011-10-20,2011-10-20
13246.0,United Kingdom,1987.3,126.31,564.96,2011-01-13,2011-11-21
13247.0,United Kingdom,501.12,44.55,305.07,2011-09-18,2011-11-22
13248.0,United Kingdom,465.68000000000006,78.21000000000001,387.47,2011-06-03,2011-08-07
13249.0,United Kingdom,711.4100000000001,127.73,291.84000000000003,2011-03-23,2011-09-08
13253.0,United Kingdom,1030.4,476.48,553.92,2011-01-04,2011-07-06
13255.0,United Kingdom,399.51,173.81,225.7,2010-12-01,2011-11-30
13258.0,United Kingdom,698.58,103.6,370.36,2011-05-18,2011-11-28
13259.0,United Kingdom,292.32,292.32,292.32,2011-10-09,2011-10-09
13260.0,United Kingdom,557.62,557.62,557.62,2011-10-09,2011-10-09
